Date,Province,New Cases,New Deaths,Total Cases,Total Deaths,Total Recovered
8/16/2021,Kepulauan Bangka Belitung,235,15,42182,1015,35252
8/16/2021,Kepulauan Riau,201,0,50250,1465,46070
8/16/2021,Lampung,375,28,42800,2985,33783
8/16/2021,Maluku,64,2,14119,241,11542
8/16/2021,Maluku Utara,49,0,11225,265,9573
8/16/2021,Nusa Tenggara Barat,249,5,23516,636,21139
8/16/2021,Nusa Tenggara Timur,438,18,53625,1041,44636
8/16/2021,Papua,197,3,30305,480,18257
8/16/2021,Papua Barat,26,1,21541,319,19244
8/16/2021,Riau,609,42,115384,3274,100724
8/16/2021,Sulawesi Barat,66,3,10536,229,8422
8/16/2021,Sulawesi Selatan,336,19,97928,1731,84803
8/16/2021,Sulawesi Tengah,526,34,35577,1082,24892
8/16/2021,Sulawesi Tenggara,86,2,18699,444,15436
8/16/2021,Sulawesi Utara,185,14,29803,866,23117
8/16/2021,Sumatera Barat,151,26,82038,1822,69661
8/16/2021,Sumatera Selatan,237,25,55059,2600,44654
8/16/2021,Sumatera Utara,821,33,82229,1949,52091
8/17/2021,Aceh,390,12,28164,1201,21327
8/17/2021,Bali,988,48,97903,2805,83677
8/17/2021,Banten,401,13,125264,2514,115468
8/17/2021,Bengkulu,110,2,21545,350,17661
8/17/2021,DKI Jakarta,654,24,841613,13101,819759
8/17/2021,Daerah Istimewa Yogyakarta,1106,44,140266,4371,111452
8/17/2021,Gorontalo,62,7,10378,348,8444
8/17/2021,Jambi,350,6,25605,581,20225
8/17/2021,Jawa Barat,1811,76,658588,11533,589537
8/17/2021,Jawa Tengah,3264,306,454142,26118,395780
8/17/2021,Jawa Timur,2343,244,361910,25702,306720
8/17/2021,Kalimantan Barat,407,16,32332,787,27905
8/17/2021,Kalimantan Selatan,669,40,59931,1838,46542
8/17/2021,Kalimantan Tengah,337,8,40650,1205,34155
8/17/2021,Kalimantan Timur,923,52,141796,4572,123281
8/17/2021,Kalimantan Utara,495,11,28706,586,21072
8/17/2021,Kepulauan Bangka Belitung,337,10,42519,1025,35934
8/17/2021,Kepulauan Riau,284,17,50534,1482,46534
8/17/2021,Lampung,367,39,43167,3024,34158
8/17/2021,Maluku,23,0,14142,241,11581
8/17/2021,Maluku Utara,40,7,11265,272,9686
8/17/2021,Nusa Tenggara Barat,201,5,23717,641,21403
8/17/2021,Nusa Tenggara Timur,657,15,54282,1056,45269
8/17/2021,Papua,234,18,30539,498,18439
8/17/2021,Papua Barat,42,4,21583,323,19386
8/17/2021,Riau,819,33,116203,3307,102262
8/17/2021,Sulawesi Barat,156,2,10692,231,8597
8/17/2021,Sulawesi Selatan,474,30,98402,1761,85560
8/17/2021,Sulawesi Tengah,891,21,36468,1103,25345
8/17/2021,Sulawesi Tenggara,85,3,18784,447,15703
8/17/2021,Sulawesi Utara,172,0,29975,866,23357
8/17/2021,Sumatera Barat,269,7,82307,1829,70408
8/17/2021,Sumatera Selatan,370,29,55429,2629,45327
8/17/2021,Sumatera Utara,1172,11,83401,1960,53166
8/18/2021,Aceh,383,10,28547,1211,21503
8/18/2021,Bali,734,66,98637,2871,84831
8/18/2021,Banten,210,15,125474,2529,116099
8/18/2021,Bengkulu,28,0,21573,350,17761
8/18/2021,DKI Jakarta,1029,13,842642,13114,820651
8/18/2021,Daerah Istimewa Yogyakarta,634,33,140900,4404,113764
8/18/2021,Gorontalo,81,4,10459,352,8484
8/18/2021,Jambi,121,8,25726,589,20901
8/18/2021,Jawa Barat,1373,39,659961,11572,593149
8/18/2021,Jawa Tengah,3074,292,457216,26410,399729
8/18/2021,Jawa Timur,1500,224,363410,25926,309937
8/18/2021,Kalimantan Barat,180,6,32512,793,28426
8/18/2021,Kalimantan Selatan,445,39,60376,1877,47327
8/18/2021,Kalimantan Tengah,225,8,40875,1213,34315
8/18/2021,Kalimantan Timur,638,72,142434,4644,124938
8/18/2021,Kalimantan Utara,170,9,28876,595,21671
8/18/2021,Kepulauan Bangka Belitung,276,18,42795,1043,36353
8/18/2021,Kepulauan Riau,178,24,50712,1506,46832
8/18/2021,Lampung,229,36,43396,3060,34471
8/18/2021,Maluku,22,0,14164,241,11646
8/18/2021,Maluku Utara,19,0,11284,272,9722
8/18/2021,Nusa Tenggara Barat,137,7,23854,648,21669
8/18/2021,Nusa Tenggara Timur,527,8,54809,1064,46216
8/18/2021,Papua,154,1,30693,499,18544
8/18/2021,Papua Barat,85,3,21668,326,19577
8/18/2021,Riau,589,30,116792,3337,103360
8/18/2021,Sulawesi Barat,54,8,10746,239,8737
8/18/2021,Sulawesi Selatan,495,16,98897,1777,86084
8/18/2021,Sulawesi Tengah,450,27,36918,1130,25970
8/18/2021,Sulawesi Tenggara,62,4,18846,451,15805
8/18/2021,Sulawesi Utara,250,7,30225,873,23740
8/18/2021,Sumatera Barat,432,12,82739,1841,71065
8/18/2021,Sumatera Selatan,117,24,55546,2653,45766
8/18/2021,Sumatera Utara,869,47,84270,2007,54669
8/19/2021,Aceh,355,12,28902,1223,21741
8/19/2021,Bali,1032,62,99669,2933,85855
8/19/2021,Banten,395,17,125869,2546,116507
8/19/2021,Bengkulu,129,2,21702,352,17861
8/19/2021,DKI Jakarta,731,34,843373,13148,821600
8/19/2021,Daerah Istimewa Yogyakarta,1175,57,142075,4461,115883
8/19/2021,Gorontalo,99,5,10558,357,8649
8/19/2021,Jambi,357,8,26083,597,21347
8/19/2021,Jawa Barat,3531,227,663492,11799,599090
8/19/2021,Jawa Tengah,1438,402,458654,26812,401495
8/19/2021,Jawa Timur,3017,220,366427,26146,313665
8/19/2021,Kalimantan Barat,469,26,32981,819,28951
8/19/2021,Kalimantan Selatan,791,29,61167,1906,48089
8/19/2021,Kalimantan Tengah,302,5,41177,1218,34517
8/19/2021,Kalimantan Timur,1100,71,143534,4715,126232
8/19/2021,Kalimantan Utara,416,6,29292,601,21912
8/19/2021,Kepulauan Bangka Belitung,452,12,43247,1055,36940
8/19/2021,Kepulauan Riau,178,22,50890,1528,47091
8/19/2021,Lampung,374,90,43770,3150,34737
8/19/2021,Maluku,13,2,14177,243,11742
8/19/2021,Maluku Utara,42,7,11326,279,9887
8/19/2021,Nusa Tenggara Barat,219,6,24073,654,21827
8/19/2021,Nusa Tenggara Timur,714,11,55523,1075,47156
8/19/2021,Papua,200,1,30893,500,18617
8/19/2021,Papua Barat,84,2,21752,328,19790
8/19/2021,Riau,834,28,117626,3365,104062
8/19/2021,Sulawesi Barat,99,3,10845,242,8946
8/19/2021,Sulawesi Selatan,892,26,99789,1803,86325
8/19/2021,Sulawesi Tengah,833,23,37751,1153,26773
8/19/2021,Sulawesi Tenggara,156,8,19002,459,16023
8/19/2021,Sulawesi Utara,168,11,30393,884,23985
8/19/2021,Sumatera Barat,291,14,83030,1855,71744
8/19/2021,Sumatera Selatan,305,21,55851,2674,46559
8/19/2021,Sumatera Utara,1129,33,85399,2040,56455
8/20/2021,Aceh,459,22,29361,1245,21985
8/20/2021,Bali,1039,73,100708,3006,87099
8/20/2021,Banten,449,4,126318,2550,116977
8/20/2021,Bengkulu,98,22,21800,374,17961
8/20/2021,DKI Jakarta,968,11,844341,13159,822544
8/20/2021,Daerah Istimewa Yogyakarta,820,47,142895,4508,118230
8/20/2021,Gorontalo,118,14,10676,371,8848
8/20/2021,Jambi,325,5,26408,602,21574
8/20/2021,Jawa Barat,2669,262,666161,12061,601625
8/20/2021,Jawa Tengah,1439,348,460093,27160,402910
8/20/2021,Jawa Timur,2508,204,368935,26350,317065
8/20/2021,Kalimantan Barat,391,16,33372,835,29676
8/20/2021,Kalimantan Selatan,644,19,61811,1925,48713
8/20/2021,Kalimantan Tengah,244,6,41421,1224,34797
8/20/2021,Kalimantan Timur,921,44,144455,4759,127666
8/20/2021,Kalimantan Utara,358,9,29650,610,22329
8/20/2021,Kepulauan Bangka Belitung,440,16,43687,1071,37521
8/20/2021,Kepulauan Riau,203,16,51093,1544,47305
8/20/2021,Lampung,371,33,44141,3183,35166
8/20/2021,Maluku,17,0,14194,243,11875
8/20/2021,Maluku Utara,18,0,11344,279,9951
8/20/2021,Nusa Tenggara Barat,199,8,24272,662,21975
8/20/2021,Nusa Tenggara Timur,491,11,56014,1086,48364
8/20/2021,Papua,136,0,31029,500,18678
8/20/2021,Papua Barat,53,0,21805,328,19907
8/20/2021,Riau,764,30,118390,3395,105251
8/20/2021,Sulawesi Barat,89,4,10934,246,9054
8/20/2021,Sulawesi Selatan,685,21,100474,1824,87380
8/20/2021,Sulawesi Tengah,595,17,38346,1170,27614
8/20/2021,Sulawesi Tenggara,62,5,19064,464,16139
8/20/2021,Sulawesi Utara,231,2,30624,886,24434
8/20/2021,Sumatera Barat,389,17,83419,1872,72426
8/20/2021,Sumatera Selatan,263,24,56114,2698,47028
8/20/2021,Sumatera Utara,1481,20,86880,2060,57767
8/21/2021,Aceh,382,29,29743,1274,22241
8/21/2021,Bali,849,57,101557,3063,88296
8/21/2021,Banten,374,6,126692,2556,117129
8/21/2021,Bengkulu,71,17,21871,391,18064
8/21/2021,DKI Jakarta,891,13,845232,13172,823456
8/21/2021,Daerah Istimewa Yogyakarta,930,29,143825,4537,120771
8/21/2021,Gorontalo,47,9,10723,380,8968
8/21/2021,Jambi,321,4,26729,606,21705
8/21/2021,Jawa Barat,1748,343,667909,12404,603505
8/21/2021,Jawa Tengah,1244,315,461337,27475,404461
8/21/2021,Jawa Timur,2122,202,371057,26552,320427
8/21/2021,Kalimantan Barat,265,42,33637,877,30203
8/21/2021,Kalimantan Selatan,705,27,62516,1952,49344
8/21/2021,Kalimantan Tengah,179,5,41600,1229,35151
8/21/2021,Kalimantan Timur,657,37,145112,4796,128888
8/21/2021,Kalimantan Utara,241,5,29891,615,22712
8/21/2021,Kepulauan Bangka Belitung,393,13,44080,1084,38004
8/21/2021,Kepulauan Riau,203,14,51296,1558,47539
8/21/2021,Lampung,319,18,44460,3201,35607
8/21/2021,Maluku,11,3,14205,246,11973
8/21/2021,Maluku Utara,35,4,11379,283,10017
8/21/2021,Nusa Tenggara Barat,134,4,24406,666,22146
8/21/2021,Nusa Tenggara Timur,377,8,56391,1094,48961
8/21/2021,Papua,187,3,31216,503,18727
8/21/2021,Papua Barat,22,4,21827,332,20286
8/21/2021,Riau,610,43,119000,3438,106367
8/21/2021,Sulawesi Barat,109,9,11043,255,9175
8/21/2021,Sulawesi Selatan,551,21,101025,1845,88352
8/21/2021,Sulawesi Tengah,546,29,38892,1199,28191
8/21/2021,Sulawesi Tenggara,58,1,19122,465,16299
8/21/2021,Sulawesi Utara,215,5,30839,891,24809
8/21/2021,Sumatera Barat,532,11,83951,1883,73160
8/21/2021,Sumatera Selatan,236,16,56350,2714,47495
8/21/2021,Sumatera Utara,1189,39,88069,2099,58599
8/22/2021,Aceh,334,24,30077,1298,22419
8/22/2021,Bali,583,52,102140,3115,89351
8/22/2021,Banten,214,2,126906,2558,117991
8/22/2021,Bengkulu,113,0,21984,391,18253
8/22/2021,DKI Jakarta,702,28,845934,13200,824355
8/22/2021,Daerah Istimewa Yogyakarta,783,39,144608,4576,121896
8/22/2021,Gorontalo,87,6,10810,386,9145
8/22/2021,Jambi,198,10,26927,616,22297
8/22/2021,Jawa Barat,1192,61,669101,12465,605332
8/22/2021,Jawa Tengah,824,317,462161,27792,405850
8/22/2021,Jawa Timur,1301,203,372358,26755,323113
8/22/2021,Kalimantan Barat,245,13,33882,890,30828
8/22/2021,Kalimantan Selatan,410,28,62926,1980,50025
8/22/2021,Kalimantan Tengah,290,5,41890,1234,35389
8/22/2021,Kalimantan Timur,599,26,145711,4822,130619
8/22/2021,Kalimantan Utara,183,9,30074,624,23170
8/22/2021,Kepulauan Bangka Belitung,301,14,44381,1098,38447
8/22/2021,Kepulauan Riau,19,7,51315,1565,47786
8/22/2021,Lampung,243,54,44703,3255,36024
8/22/2021,Maluku,7,0,14212,246,12123
8/22/2021,Maluku Utara,16,3,11395,286,10153
8/22/2021,Nusa Tenggara Barat,195,4,24601,670,22395
8/22/2021,Nusa Tenggara Timur,295,9,56686,1103,49582
8/22/2021,Papua,74,0,31290,503,18786
8/22/2021,Papua Barat,9,2,21836,334,20622
8/22/2021,Riau,568,29,119568,3467,107037
8/22/2021,Sulawesi Barat,83,3,11126,258,9279
8/22/2021,Sulawesi Selatan,411,20,101436,1865,89574
8/22/2021,Sulawesi Tengah,318,21,39210,1220,28945
8/22/2021,Sulawesi Tenggara,53,2,19175,467,16423
8/22/2021,Sulawesi Utara,253,4,31092,895,25323
8/22/2021,Sumatera Barat,330,4,84281,1887,74768
8/22/2021,Sumatera Selatan,175,22,56525,2736,48372
8/22/2021,Sumatera Utara,1002,19,89071,2118,59630
8/23/2021,Aceh,229,22,30306,1320,22706
8/23/2021,Bali,434,66,102574,3181,90363
8/23/2021,Banten,124,10,127030,2568,118951
8/23/2021,Bengkulu,55,5,22039,396,18695
8/23/2021,DKI Jakarta,485,20,846419,13220,824995
8/23/2021,Daerah Istimewa Yogyakarta,507,39,145115,4615,123450
8/23/2021,Gorontalo,39,4,10849,390,9207
8/23/2021,Jambi,62,13,26989,629,22571
8/23/2021,Jawa Barat,1483,37,670584,12502,606934
8/23/2021,Jawa Tengah,799,97,462960,27889,406834
8/23/2021,Jawa Timur,1073,188,373431,26943,326395
8/23/2021,Kalimantan Barat,182,12,34064,902,31246
8/23/2021,Kalimantan Selatan,297,13,63223,1993,50843
8/23/2021,Kalimantan Tengah,179,16,42069,1250,35893
8/23/2021,Kalimantan Timur,487,29,146198,4851,131559
8/23/2021,Kalimantan Utara,181,10,30255,634,23724
8/23/2021,Kepulauan Bangka Belitung,191,19,44572,1117,38966
8/23/2021,Kepulauan Riau,82,7,51397,1572,47968
8/23/2021,Lampung,244,52,44947,3307,36377
8/23/2021,Maluku,10,0,14222,246,12467
8/23/2021,Maluku Utara,73,5,11468,291,10299
8/23/2021,Nusa Tenggara Barat,155,11,24756,681,22622
8/23/2021,Nusa Tenggara Timur,223,12,56909,1115,50419
8/23/2021,Papua,101,0,31391,503,18860
8/23/2021,Papua Barat,23,1,21859,335,20753
8/23/2021,Riau,355,30,119923,3497,108070
8/23/2021,Sulawesi Barat,14,6,11140,264,9389
8/23/2021,Sulawesi Selatan,179,20,101615,1885,90754
8/23/2021,Sulawesi Tengah,331,15,39541,1235,29574
8/23/2021,Sulawesi Tenggara,70,3,19245,470,16496
8/23/2021,Sulawesi Utara,58,7,31150,902,26088
8/23/2021,Sumatera Barat,80,19,84361,1906,75418
8/23/2021,Sumatera Selatan,277,23,56802,2759,49069
8/23/2021,Sumatera Utara,514,22,89585,2140,61840
8/24/2021,Aceh,354,13,30660,1333,23043
8/24/2021,Bali,934,44,103508,3225,91331
8/24/2021,Banten,360,9,127390,2577,119271
8/24/2021,Bengkulu,38,3,22077,399,18982
8/24/2021,DKI Jakarta,484,10,846903,13230,825521
8/24/2021,Daerah Istimewa Yogyakarta,748,39,145863,4654,125173
8/24/2021,Gorontalo,62,2,10911,392,9356
8/24/2021,Jambi,159,5,27148,634,22918
8/24/2021,Jawa Barat,5254,314,675838,12816,621166
8/24/2021,Jawa Tengah,1247,116,464207,28005,407774
8/24/2021,Jawa Timur,1700,184,375131,27127,329710
8/24/2021,Kalimantan Barat,283,12,34347,914,31749
8/24/2021,Kalimantan Selatan,519,14,63742,2007,51370
8/24/2021,Kalimantan Tengah,227,9,42296,1259,36095
8/24/2021,Kalimantan Timur,791,38,146989,4889,132648
8/24/2021,Kalimantan Utara,242,12,30497,646,24106
8/24/2021,Kepulauan Bangka Belitung,469,15,45041,1132,39305
8/24/2021,Kepulauan Riau,120,6,51517,1578,48166
8/24/2021,Lampung,229,38,45176,3345,36794
8/24/2021,Maluku,10,4,14232,250,12797
8/24/2021,Maluku Utara,49,0,11517,291,10353
8/24/2021,Nusa Tenggara Barat,198,9,24954,690,22841
8/24/2021,Nusa Tenggara Timur,585,11,57494,1126,51336
8/24/2021,Papua,152,1,31543,504,18908
8/24/2021,Papua Barat,42,1,21901,336,21015
8/24/2021,Riau,563,25,120486,3522,109065
8/24/2021,Sulawesi Barat,103,11,11243,275,9546
8/24/2021,Sulawesi Selatan,550,11,102165,1896,91749
8/24/2021,Sulawesi Tengah,573,15,40114,1250,30540
8/24/2021,Sulawesi Tenggara,84,2,19329,472,16621
8/24/2021,Sulawesi Utara,183,3,31333,905,26549
8/24/2021,Sumatera Barat,391,11,84752,1917,75842
8/24/2021,Sumatera Selatan,273,23,57075,2782,49592
8/24/2021,Sumatera Utara,1135,35,90720,2175,63783
8/25/2021,Aceh,368,19,31028,1352,23296
8/25/2021,Bali,746,45,104254,3270,92169
8/25/2021,Banten,355,8,127745,2585,119806
8/25/2021,Bengkulu,75,5,22152,404,19186
8/25/2021,DKI Jakarta,789,9,847692,13239,826244
8/25/2021,Daerah Istimewa Yogyakarta,873,39,146736,4693,126380
8/25/2021,Gorontalo,48,4,10959,396,9519
8/25/2021,Jambi,274,13,27422,647,23141
8/25/2021,Jawa Barat,5463,270,681301,13086,634644
8/25/2021,Jawa Tengah,818,106,465025,28111,409299
8/25/2021,Jawa Timur,1619,200,376750,27327,332403
8/25/2021,Kalimantan Barat,339,7,34686,921,32262
8/25/2021,Kalimantan Selatan,466,49,64208,2056,52048
8/25/2021,Kalimantan Tengah,186,3,42482,1262,36422
8/25/2021,Kalimantan Timur,865,40,147854,4929,133849
8/25/2021,Kalimantan Utara,284,6,30781,652,24808
8/25/2021,Kepulauan Bangka Belitung,388,22,45429,1154,39713
8/25/2021,Kepulauan Riau,85,10,51602,1588,48419
8/25/2021,Lampung,289,19,45465,3364,37123
8/25/2021,Maluku,33,0,14265,250,13044
8/25/2021,Maluku Utara,44,1,11561,292,10439
8/25/2021,Nusa Tenggara Barat,202,8,25156,698,23085
8/25/2021,Nusa Tenggara Timur,365,2,57859,1128,51923
8/25/2021,Papua,114,1,31657,505,18950
8/25/2021,Papua Barat,55,2,21956,338,21135
8/25/2021,Riau,509,31,120995,3553,109943
8/25/2021,Sulawesi Barat,44,6,11287,281,9676
8/25/2021,Sulawesi Selatan,565,32,102730,1928,92387
8/25/2021,Sulawesi Tengah,503,20,40617,1270,31515
8/25/2021,Sulawesi Tenggara,102,4,19431,476,16758
8/25/2021,Sulawesi Utara,243,2,31576,907,26969
8/25/2021,Sumatera Barat,380,14,85132,1931,76334
8/25/2021,Sumatera Selatan,167,19,57242,2801,49987
8/25/2021,Sumatera Utara,1020,28,91740,2203,65797
8/26/2021,Aceh,361,17,31389,1369,23477
8/26/2021,Bali,565,51,104819,3321,93119
8/26/2021,Banten,239,7,127984,2592,120716
8/26/2021,Bengkulu,91,1,22243,405,19498
8/26/2021,DKI Jakarta,574,10,848266,13249,827273
8/26/2021,Daerah Istimewa Yogyakarta,795,15,147531,4708,127763
8/26/2021,Gorontalo,60,5,11019,401,9589
8/26/2021,Jambi,161,9,27583,656,23775
8/26/2021,Jawa Barat,5059,235,686360,13321,645140
8/26/2021,Jawa Tengah,812,76,465837,28187,410507
8/26/2021,Jawa Timur,1354,148,378104,27475,335031
8/26/2021,Kalimantan Barat,317,13,35003,934,32676
8/26/2021,Kalimantan Selatan,473,24,64681,2080,53016
8/26/2021,Kalimantan Tengah,168,5,42650,1267,36804
8/26/2021,Kalimantan Timur,637,36,148491,4965,134737
8/26/2021,Kalimantan Utara,208,1,30989,653,25012
8/26/2021,Kepulauan Bangka Belitung,345,14,45774,1168,40046
8/26/2021,Kepulauan Riau,136,6,51738,1594,48594
8/26/2021,Lampung,204,32,45669,3396,37447
8/26/2021,Maluku,8,0,14273,250,13253
8/26/2021,Maluku Utara,55,3,11616,295,10620
8/26/2021,Nusa Tenggara Barat,143,1,25299,699,23314
8/26/2021,Nusa Tenggara Timur,383,1,58242,1129,52351
8/26/2021,Papua,148,0,31805,505,18986
8/26/2021,Papua Barat,136,2,22092,340,21252
8/26/2021,Riau,554,30,121549,3583,110525
8/26/2021,Sulawesi Barat,65,3,11352,284,9780
8/26/2021,Sulawesi Selatan,448,12,103178,1940,93086
8/26/2021,Sulawesi Tengah,471,24,41088,1294,32339
8/26/2021,Sulawesi Tenggara,57,3,19488,479,16895
8/26/2021,Sulawesi Utara,203,14,31779,921,27247
8/26/2021,Sumatera Barat,483,11,85615,1942,77101
8/26/2021,Sumatera Selatan,210,21,57452,2822,50724
8/26/2021,Sumatera Utara,975,51,92715,2254,67283
8/27/2021,Aceh,388,16,31777,1385,23589
8/27/2021,Bali,558,45,105377,3366,93804
8/27/2021,Banten,266,6,128250,2598,121140
8/27/2021,Bengkulu,74,25,22317,430,19544
8/27/2021,DKI Jakarta,635,9,848901,13258,827626
8/27/2021,Daerah Istimewa Yogyakarta,688,21,148219,4729,128877
8/27/2021,Gorontalo,55,4,11074,405,9707
8/27/2021,Jambi,129,7,27712,663,24075
8/27/2021,Jawa Barat,1349,25,687709,13346,647700
8/27/2021,Jawa Tengah,1068,48,466905,28235,411550
8/27/2021,Jawa Timur,1409,158,379513,27633,337405
8/27/2021,Kalimantan Barat,267,16,35270,950,33081
8/27/2021,Kalimantan Selatan,253,24,64934,2104,53941
8/27/2021,Kalimantan Tengah,182,9,42832,1276,37005
8/27/2021,Kalimantan Timur,523,30,149014,4995,136002
8/27/2021,Kalimantan Utara,367,8,31356,661,25249
8/27/2021,Kepulauan Bangka Belitung,312,16,46086,1184,40461
8/27/2021,Kepulauan Riau,114,8,51852,1602,48630
8/27/2021,Lampung,226,8,45895,3404,37701
8/27/2021,Maluku,9,1,14282,251,13483
8/27/2021,Maluku Utara,58,1,11674,296,10645
8/27/2021,Nusa Tenggara Barat,191,4,25490,703,23494
8/27/2021,Nusa Tenggara Timur,324,10,58566,1139,52729
8/27/2021,Papua,115,3,31920,508,19091
8/27/2021,Papua Barat,41,1,22133,341,21415
8/27/2021,Riau,518,20,122067,3603,110946
8/27/2021,Sulawesi Barat,25,2,11377,286,9907
8/27/2021,Sulawesi Selatan,382,11,103560,1951,93484
8/27/2021,Sulawesi Tengah,375,10,41463,1304,33180
8/27/2021,Sulawesi Tenggara,59,1,19547,480,17056
8/27/2021,Sulawesi Utara,129,5,31908,926,27582
8/27/2021,Sumatera Barat,316,6,85931,1948,77667
8/27/2021,Sumatera Selatan,156,19,57608,2841,51248
8/27/2021,Sumatera Utara,1056,22,93771,2276,69205
8/28/2021,Aceh,307,23,32084,1408,23977
8/28/2021,Bali,474,34,105851,3400,94628
8/28/2021,Banten,216,5,128466,2603,121648
8/28/2021,Bengkulu,51,1,22368,431,19746
8/28/2021,DKI Jakarta,468,10,849369,13268,828079
8/28/2021,Daerah Istimewa Yogyakarta,525,31,148744,4760,129931
8/28/2021,Gorontalo,50,3,11124,408,9746
8/28/2021,Jambi,165,15,27877,678,24424
8/28/2021,Jawa Barat,956,29,688665,13375,649353
8/28/2021,Jawa Tengah,750,55,467655,28290,412233
8/28/2021,Jawa Timur,1079,168,380592,27801,339328
8/28/2021,Kalimantan Barat,210,2,35480,952,33501
8/28/2021,Kalimantan Selatan,358,18,65292,2122,54931
8/28/2021,Kalimantan Tengah,137,15,42969,1291,37382
8/28/2021,Kalimantan Timur,462,18,149476,5013,136631
8/28/2021,Kalimantan Utara,305,4,31661,665,25672
8/28/2021,Kepulauan Bangka Belitung,285,12,46371,1196,40862
8/28/2021,Kepulauan Riau,99,8,51951,1610,48744
8/28/2021,Lampung,248,7,46143,3411,37950
8/28/2021,Maluku,3,0,14285,251,13591
8/28/2021,Maluku Utara,27,0,11701,296,10878
8/28/2021,Nusa Tenggara Barat,81,3,25571,706,23686
8/28/2021,Nusa Tenggara Timur,259,7,58825,1146,53446
8/28/2021,Papua,109,1,32029,509,19450
8/28/2021,Papua Barat,8,1,22141,342,21511
8/28/2021,Riau,371,33,122438,3636,111983
8/28/2021,Sulawesi Barat,60,0,11437,286,10011
8/28/2021,Sulawesi Selatan,374,25,103934,1976,94799
8/28/2021,Sulawesi Tengah,320,15,41783,1319,33998
8/28/2021,Sulawesi Tenggara,26,1,19573,481,17153
8/28/2021,Sulawesi Utara,118,5,32026,931,27818
8/28/2021,Sumatera Barat,294,13,86225,1961,78087
8/28/2021,Sumatera Selatan,115,7,57723,2848,51575
8/28/2021,Sumatera Utara,741,29,94512,2305,69971
8/29/2021,Aceh,335,19,32419,1427,24171
8/29/2021,Bali,302,44,106153,3444,95560
8/29/2021,Banten,177,3,128643,2606,121753
8/29/2021,Bengkulu,40,2,22408,433,19966
8/29/2021,DKI Jakarta,474,6,849843,13274,828782
8/29/2021,Daerah Istimewa Yogyakarta,398,22,149142,4782,130668
8/29/2021,Gorontalo,35,0,11159,408,9802
8/29/2021,Jambi,109,14,27986,692,24726
8/29/2021,Jawa Barat,624,13,689289,13388,650907
8/29/2021,Jawa Tengah,518,39,468173,28329,413500
8/29/2021,Jawa Timur,666,145,381258,27946,340938
8/29/2021,Kalimantan Barat,198,3,35678,955,33817
8/29/2021,Kalimantan Selatan,169,8,65461,2130,55739
8/29/2021,Kalimantan Tengah,160,5,43129,1296,37640
8/29/2021,Kalimantan Timur,331,25,149807,5038,137325
8/29/2021,Kalimantan Utara,40,6,31701,671,26017
8/29/2021,Kepulauan Bangka Belitung,230,15,46601,1211,41181
8/29/2021,Kepulauan Riau,91,9,52042,1619,49000
8/29/2021,Lampung,163,31,46306,3442,38221
8/29/2021,Maluku,2,0,14287,251,13616
8/29/2021,Maluku Utara,36,0,11737,296,10964
8/29/2021,Nusa Tenggara Barat,78,2,25649,708,23797
8/29/2021,Nusa Tenggara Timur,213,11,59038,1157,54019
8/29/2021,Papua,73,0,32102,509,19473
8/29/2021,Papua Barat,14,1,22155,343,21561
8/29/2021,Riau,436,24,122874,3660,113121
8/29/2021,Sulawesi Barat,48,3,11485,289,10097
8/29/2021,Sulawesi Selatan,210,9,104144,1985,95838
8/29/2021,Sulawesi Tengah,204,17,41987,1336,34374
8/29/2021,Sulawesi Tenggara,27,0,19600,481,17283
8/29/2021,Sulawesi Utara,72,11,32098,942,28083
8/29/2021,Sumatera Barat,215,10,86440,1971,78650
8/29/2021,Sumatera Selatan,87,22,57810,2870,51931
8/29/2021,Sumatera Utara,653,36,95165,2341,70683
8/30/2021,Aceh,190,19,32609,1446,24394
8/30/2021,Bali,305,50,106458,3494,96426
8/30/2021,Banten,101,7,128744,2613,122719
8/30/2021,Bengkulu,12,7,22420,440,20170
8/30/2021,DKI Jakarta,341,5,850184,13279,829662
8/30/2021,Daerah Istimewa Yogyakarta,237,35,149379,4817,131638
8/30/2021,Gorontalo,15,8,11174,416,9891
8/30/2021,Jambi,56,4,28042,696,24956
8/30/2021,Jawa Barat,507,50,689796,13438,653568
8/30/2021,Jawa Tengah,509,43,468682,28372,414440
8/30/2021,Jawa Timur,640,130,381898,28076,342582
8/30/2021,Kalimantan Barat,89,3,35767,958,34068
8/30/2021,Kalimantan Selatan,83,7,65544,2137,56779
8/30/2021,Kalimantan Tengah,87,3,43216,1299,37771
8/30/2021,Kalimantan Timur,343,19,150150,5057,138057
8/30/2021,Kalimantan Utara,148,7,31849,678,26575
8/30/2021,Kepulauan Bangka Belitung,153,10,46754,1221,41542
8/30/2021,Kepulauan Riau,84,6,52126,1625,49150
8/30/2021,Lampung,117,39,46423,3481,39073
8/30/2021,Maluku,15,0,14302,251,13663
8/30/2021,Maluku Utara,12,2,11749,298,11006
8/30/2021,Nusa Tenggara Barat,83,6,25732,714,23914
8/30/2021,Nusa Tenggara Timur,147,18,59185,1175,54581
8/30/2021,Papua,70,1,32172,510,19621
8/30/2021,Papua Barat,22,2,22177,345,21594
8/30/2021,Riau,244,18,123118,3678,113871
8/30/2021,Sulawesi Barat,24,3,11509,292,10173
8/30/2021,Sulawesi Selatan,105,10,104249,1995,96539
